,name,region,tel,keyword,photo,address,lat,lon
318,새막골 캠프,강원 영월군,010-2914-1621,"['레포츠', '새막골캠프', '야외캠핑장', '캠핑장']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=0b9a2fea-e1f2-4ace-89d4-19319e55db50&thumb,강원도 영월군 수주면 새막골길 72-115,37.32360986,128.1785338
319,치악산금강송길,강원 원주시,033-737-2111,"['레포츠', '원주트레킹', '치악산국립공원', '트레킹']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c2ed2b18-0b1b-4a6a-885e-113c9097949a&thumb,강원도 원주시 소초면 구룡사로 500,37.39956708,128.0496655
320,한여울 5코스,강원 철원군,033-450-5365,"['레포츠', '산책길', '숲길', '트래킹', '한여울 5코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5f0bf859-50a7-4f3e-a13b-aa285cf84adb&thumb,강원도 철원군 철원읍 사요길 167,38.250273,127.192627
321,[강릉 바우길 11구간] 신사임당길,강원 강릉시,033-645-0990,"['강릉바우길', '강릉트래킹', '레포츠', '트래킹', '트래킹코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=df2040d5-8332-4730-b7f1-c4d14e59501a&thumb,강원도 강릉시 성산면 위촌길 198,37.75885165,128.84773859999999
322,오대천(수항계곡) 래프팅,강원 평창군,033-333-8666,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=53e2818d-7381-4c5f-85bb-3555953efa03&thumb,강원도 평창군 진부면 오대천로 553,37.53420623,128.56655609999999
323,대관령 옛길,강원 강릉시,033-640-5420,"['강원도트레킹', '대관령옛길', '레포츠', '트레킹', '트레킹코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e358f5c6-72a9-451f-a0c8-dfae03efcf64&thumb,강원도 강릉시 성산면 어흘리,37.70926816,128.78155800000002
324,관동하키센터,강원 강릉시,1330,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f71fa082-5d89-46ad-84d1-82adaa4bbd15&thumb,강원도 강릉시 범일로579번길 24,37.73732878,128.8737046
325,오크밸리 C.C,강원 원주시,033-730-3500,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=62a22716-c959-42ab-bc2e-6e2be02680c5&thumb,강원도 원주시 지정면 오크밸리2길 58,37.40780168,127.8089639
326,한여울 6코스,강원 철원군,033-450-5365,"['강원권', '경치좋은곳', '레포츠', '산책', '생태공원', '자연좋은곳', '테마', '한여울6코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=94e56d24-1385-427e-aee3-2b0f5db6231b&thumb,강원도 철원군 동송읍 이평리 메뚜기교,37.268713700000006,128.2676066
327,겨울세상,강원 정선군,033-591-7794,"['강원권', '겨울스포츠', '레포츠', '스키샵', '스키장비렌탈샵']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4dbac2b1-082f-4016-85a6-bb2d6582d1fd&thumb,강원도 정선군 고한읍 고한로 83,37.20546911,128.8475989
328,연대천래프팅,강원 영월군,1522-3898,"['래프팅', '레포츠', '아이와함께', '여름여행지', '여름철', '여름철휴가지', '여름피서지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7fa0acd5-c588-447d-a27b-91740e7598bf&thumb,강원도 영월군 영월읍 섭새길 78-4,37.23186566,128.5133316
329,S-스키,강원 원주시,010-9462-7162,"['겨울스포츠', '레포츠', '복합레저스포츠', '스키대여', '스키렌탈', '스키샵', '익스트림스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3eee87ec-e2be-4793-a7d9-b274d2914288&thumb,강원도 원주시 지정면 구재로 46,37.39219305,127.7890197
330,단종대왕 유배길,강원 영월군,033-370-2541,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ccb87854-32a2-4199-95ef-c9818840318f&thumb,강원도 영월군 주천면 주천리 1125-4,37.268713700000006,128.2676066
331,춘천 자전거길,강원 춘천시,033-250-3089,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b3c457c3-da60-4220-8808-c4eddb40db96&thumb,강원도 춘천시 서면 신매리,37.91987807,127.71337959999998
332,봄내길 1코스,강원 춘천시,033-251-9363,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c52fddda-dc7c-4259-bc60-96dc0fce75d7&thumb,강원도 춘천시 신동면 실레길 25,37.81912478,127.71866750000001
333,잼버리카트장,강원 고성군,033-635-2555,"['레포츠', '이색체험', '잼버리카트장', '카트체험']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=18af924d-f8f8-4c5c-8b94-0d2037047b4e&thumb,강원도 고성군 토성면 잼버리로 244,38.22362848,128.5001397
334,김삿갓계곡 캠핑장,강원 영월군,010-4567-5558,"['김삿갓계곡', '김삿갓계곡캠핑장', '레포츠', '야외캠핑장']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=eafd3daf-d680-4aae-bf87-bbd5617d583f&thumb,강원도 영월군 김삿갓면 김삿갓로 216-30,37.07926182,128.60266950000002
335,죽헌저수지,강원 강릉시,033-640-4531,"['강릉권', '강릉낚시', '레포츠', '민물낚시']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3c69c10a-2ba6-4798-ba3a-661f30bb2c24&thumb,강원도 강릉시 유죽길,37.78027589,128.8753256
336,[강릉 바우길 7구간] 풍호연가길,강원 강릉시,033-645-0990,"['강릉바우길', '강릉트래킹', '레포츠', '트래킹', '트래킹코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e98e1a05-248b-47d7-8fde-18e9c2e47e01&thumb,강원도 강릉시 구정면 금평로 117,37.70661509,128.8890232
337,한탄강 래프팅,강원 철원군,033-450-5365,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=55d66027-a148-4e9e-8b16-84bbcf3b5673&thumb,강원도 철원군 갈말읍 삼부연로,38.14815433,127.31466110000001
338,스키토탈,강원 홍천군,033-435-0888,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=24aa49f0-d95d-4a97-af65-041e57712996&thumb,강원도 홍천군 서면 한서로 2101,37.61901417,127.6688068
339,금진방파제,강원 강릉시,033-640-4531,"['강릉낚시터', '강릉바다낚시', '강원권', '레포츠', '바다낚시']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4726909d-733b-436f-a6d8-ede82dde234d&thumb,강원도 강릉시 옥계면 헌화로,37.65875929,129.0566231
340,익사이팅코리아,강원 철원군,033-455-5441,"['래프팅', '레포츠', '한탄강래프팅']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=87a71ff3-c30a-4324-91c0-ceb6be1335d4&thumb,강원도 철원군 동송읍 태봉로 1814-1,38.18931191,127.28994109999998
341,[강릉 바우길 4구간] 사천 둑방길,강원 강릉시,033-645-0990,"['강릉바우길', '강릉트래킹', '레포츠', '트래킹', '트래킹코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1a48e07e-61ca-43bc-8fec-323109a8c31e&thumb,강원도 강릉시 성산면 삼왕길 204-15,37.76036099,128.7945446
342,샘마을레저파크,강원 춘천시,033-263-0125,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=454e5287-5d29-4908-8d93-aa29e2617d64&thumb,강원도 춘천시 남산면 방하로 429,37.77318141,127.5417642
343,백도해변오토캠핑장,강원 고성군,010-5501-0390,"['레포츠', '백도해변오토캠핑장', '야영장', '오토캠핑장']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8607ec90-b51a-4473-89fc-8a0b47fb7054&thumb,강원도 고성군 죽왕면 문암항길 133,38.30161938,128.5459142
344,동강 오토캠핑장,강원 영월군,070-4213-8188,"['동강오토캠핑장', '레포츠', '영월카라반', '영월캠핑장', '오토캠핑장']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f33fdde7-4be8-44ed-8f24-cd12071a14ed&thumb,강원도 영월군 영월읍 둥글바위길 33,37.20221237,128.50390579999998
345,해파랑길 44코스,강원 양양군,033-640-5125,"['레포츠', '트레킹', '트레킹코스', '해파랑길', '해파랑길44코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=661d2f22-be1f-400b-a3d1-da3abd3037e7&thumb,강원도 양양군 손양면 수산리 89-3,38.07961653,128.67216100000002
346,속초스쿠버센터,강원 속초시,033-635-3373,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=24e75cc1-fa5f-4a5f-b047-ab6001ef3592&thumb,강원도 속초시 영랑해안9길 7-1,38.21851973,128.5932908
347,보드트레이더,강원 평창군,033-333-8300,"['겨울스포츠', '레포츠', '보드트레이더', '스키대여', '스키렌탈', '스키샵', '스키장']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=460c7045-1dad-4bcf-8e93-c60a08947668&thumb,강원도 평창군 봉평면 태기로 321,37.57551426,128.340018
348,이무기낚시터,강원 원주시,033-747-3386,"['강원권', '레포츠', '민물낚시', '원주낚시터']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=97f6db18-7341-4758-a3f6-029c53b4c08b&thumb,강원도 원주시 소초면 신양선녀길 99,37.41304365,127.9726254
349,해파랑길 37코스,강원 강릉시,033-640-5125,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b017a620-97bc-43de-94b2-b3d690532bea&thumb,강원도 강릉시 강동면 안인진리 16-5,37.73446181,128.9897742
350,해파랑길 38코스,강원 강릉시,033-640-5125,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5c51e851-1851-4539-acde-61d56adf98a5&thumb,강원도 강릉시 구정면 금평로 117,37.70661509,128.8890232
351,고산낚시터,강원 원주시,033-731-4151,"['강원권', '고산낚시터', '낚시터', '레포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=92cd21af-02db-4757-b492-2d0e3868133a&thumb,강원도 원주시 호저면 호저로 1140,37.46676342,127.91759640000002
352,강원쥬라기랜드,강원 횡성군,010-7456-3937,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=170bd2ff-4fca-4c27-b4b4-e9d44af50e9c&thumb,강원도 횡성군 서원면 경강로 646-18,37.52401345,127.8683496
353,한여울 4코스,강원 철원군,033-450-5365,"['레포츠', '산책로', '산행', '왕건', '한여울 4코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e8cf8636-446f-45c0-8b2c-fa98fe2a6dee&thumb,강원도 철원군 철원읍 금학로 591,38.23944032,127.2135054
354,태백시청소년수련관,강원 태백시,033-554-0411,"['강원권', '레포츠', '청소년수련관', '태백']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=785dd524-b92d-49d2-9963-b3035d4581e1&thumb,강원도 태백시 천제단길 148,37.12170837,128.9516411
355,리더스스키,강원 홍천군,033-435-1113,"['강원권', '겨울스포츠', '레포츠', '스키샵', '스키장비렌탈샵', '익스트림스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a02c6bb5-ce1c-433d-93a3-7d53d9d5966c&thumb,강원도 홍천군 서면 한치골길 70,37.62748118,127.66814840000002
356,동강레포츠,강원 평창군,033-333-6600,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=42b84f57-c2fc-4add-bee3-9322e3d2be31&thumb,강원도 영월군 영월읍 제방안길,37.17608769,128.465545
357,동강 래프팅(영월),강원 영월군,1577-0545,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c53c0dbc-b449-4464-a288-00874d1e8b7f&thumb,강원도 평창군 미탄면 마하길 41-5,37.2916362,128.5410876
358,수산항 낚시터,강원 양양군,033-670-2411,"['강원권', '레포츠', '바다낚시', '양양낚시', '양양낚시터', '양양바다']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c412e929-61d0-4954-80cc-7a3387d2012b&thumb,강원도 양양군 손양면 수산1길 20-24,38.07688762,128.6747762
359,오투리조트 골프장,강원 태백시,033-580-7000,"['강원권', '골프장', '레포츠', '오투리조트']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b62c2a29-9a40-488c-9577-a062d828d239&thumb,강원도 태백시 서학로 861,37.17171176,128.9587558
360,봄내길 3코스,강원 춘천시,033-251-9363,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e4555898-b739-440e-bdc1-e3cc5f2e568d&thumb,강원도 춘천시 서면 당숲안길 81,37.83784571,127.60817479999999
361,해파랑길 40코스,강원 강릉시,033-640-5125,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a2a800f2-164e-4536-a9ae-7e1c900161ef&thumb,강원도 강릉시 사천면 공회당길 27-1,37.83931059,128.8741371
362,만해마을 수련원,강원 인제군,033-462-2303,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e6c92f55-3985-41a1-9941-3f0b6463648c&thumb,강원도 인제군 북면 만해로 91,38.18753627,128.318117
363,대명 비발디컨트리클럽(퍼블릭),강원 홍천군,1644-0063,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=0f5b024a-3061-41bc-aec1-f20b501024d6&thumb,강원도 홍천군 서면 한치골길 200,37.63865599,127.6736479
364,화진포 오토캠핑장,강원 고성군,033-682-4290,"['고성캠핑장', '레포츠', '야외캠핑장', '오토캠핑장', '화진포오토캠핑장']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4f34a42a-ddad-479a-9132-5afe913ae559&thumb,강원도 고성군 현내면 모정2길 2,38.47047649,128.4198125
365,강촌 번지점프,강원 춘천시,033-262-2228,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=32154731-7818-4115-9aad-f5ba6cd99966&thumb,강원도 춘천시 남산면 강촌로 256,37.79695454,127.63928020000002
366,[강릉 바우길 10구간] 심스테파노 길,강원 강릉시,033-645-0990,"['강릉바우길', '강릉트래킹', '레포츠', '트래킹']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=undefined&thumb,강원도 강릉시 성산면 삼왕길 204-15,37.76036099,128.7945446
367,강촌스키보드타운,강원 춘천시,033-264-5800,"['강원권', '강촌스키보드타운', '겨울스포츠', '레포츠', '보드', '복합레저스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3b49410d-1f2a-40eb-b000-e755e6ef57b6&thumb,강원도 춘천시 남산면 서백길 68,37.84201693,127.5514388
368,한여울 3코스,강원 철원군,033-450-5365,"['레포츠', '산책코스', '트래킹', '학저수지', '한여울 3코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=9464a1f9-6e75-4d4a-8602-3e3599a35074&thumb,강원도 철원군 동송읍 오덕로 273,38.23171908,127.2396229
369,오십천하구,강원 삼척시,033-575-1330,"['강원권', '레포츠', '바다낚시', '삼척낚시']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=385dd98d-9dde-4644-b40c-928dcbf26141&thumb,강원도 삼척시 오분동 삼척항길,37.43264791,129.1862807
370,바다캠핑장,강원 양양군,033-672-3386,"['레포츠', '바다캠핑장', '양양캠핑장', '오토캠핑장']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=227b61c5-3ea4-42da-af33-0a6ed71cc4ce&thumb,강원도 양양군 손양면 동명로 321-14,38.0895173,128.65812409999998
371,양양 낙산 해변야영장,강원 양양군,070-8876-2379,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5d129e29-b44e-45ba-8c9c-6b76619980c5&thumb,강원도 양양군 양양읍 해맞이길 115,38.112722999999995,128.63767009999998
372,강사랑래프팅,강원 영월군,033-375-6925,"['동강래프팅', '레포츠', '영월동강래프팅', '영월래프팅']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=53632c41-7280-4f87-a275-6d967ed1a9e2&thumb,강원도 영월군 영월읍 동강로 878,37.23659715,128.5133596
373,순담레져,강원 철원군,033-452-5353,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=78a2186d-67cb-4483-8e93-0a6d05fb1088&thumb,강원도 철원군 갈말읍 순담길 149,38.17676282,127.2975139
374,대평낚시터,강원 원주시,033-761-3002,"['강원권', '낚시터', '대평낚시터', '레포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=39960e07-fe1b-4eea-8c44-baff382de61b&thumb,강원도 원주시 관설동 1348-2,37.31213143,127.97061399999998
375,주문리어촌계,강원 강릉시,033-660-3414,"['강원권', '레포츠', '자연', '주문리어촌계', '호수']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=46024a00-d077-4f5c-948f-5240f6df4195&thumb,강원도 강릉시 주문진읍 주문북로 210,37.91013153,128.8176761
376,환타피아,강원 평창군,033-335-8687,"['겨울스포츠', '레포츠', '복합레저스포츠', '스키대여', '스키렌탈', '스키샵', '익스트림스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=51fcfa06-4b3e-422f-abba-90d8b43cd90f&thumb,강원도 평창군 대관령면 올림픽로 240,37.66504409,128.70453
377,한탄강썬래프팅,강원 철원군,033-452-8989,"['래프팅', '레포츠', '철원래프팅', '한탄강래프팅']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=eee9b037-e142-42bf-a766-88696b5eb15b&thumb,강원도 철원군 갈말읍 호국로 5053-1,38.17007117,127.31957709999999
378,하이원 컨트리클럽,강원 정선군,1588-7789,"['강원권', '골프장', '레포츠', '정선', '하이원']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8caf4c5a-b241-441f-b535-3b2dc41d7279&thumb,강원도 정선군 사북읍 하이원길 265,37.21187405,128.8214537
379,산악자전거 자운리코스,강원 홍천군,033-430-2490,"['레포츠', '산악자전거코스', '홍천자전거코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=44c741fa-7910-4469-869e-171251668b17&thumb,강원도 홍천군 내면 자운리 일대,37.7263859,128.3942755
380,한백레저,강원 인제군,033-461-5033,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=56dc1403-e048-4a7c-a011-c80ffe6a04ac&thumb,강원도 인제군 인제읍 내린천로 6211,38.04304029,128.20681159999998
381,코리아레저캠프,강원 철원군,033-455-1137,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b0cbb36d-694b-4b2e-95a2-c4d20a1d5135&thumb,강원도 철원군 동송읍 태봉로 1842-5,38.18905059,127.2871088
382,용평스키라인,강원 평창군,033-335-1991,"['겨울스포츠', '레포츠', '복합레저스포츠', '스키대여', '스키렌탈', '스키샵', '익스트림스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d690d6a5-dcfe-4193-8e5d-e77ecbff4879&thumb,강원도 평창군 대관령면 삼현동1길 10-6,37.66219491,128.6986281
383,평창유스호스텔,강원 평창군,033-332-7501,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1cbef584-9981-439d-aa4c-d213a1561cc0&thumb,강원도 평창군 방림면 칡사리길 254-14,37.42953694,128.2704486
384,토미스노우보드,강원 평창군,033-334-1688,"['겨울스포츠', '레포츠', '복합레저스포츠', '스키대여', '스키렌탈', '스키샵', '익스트림스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=bfd4b54d-1814-4593-9501-ed975416e91c&thumb,강원도 평창군 봉평면 태기로 262,37.57987952,128.33661899999998
385,설악프라자컨트리클럽,강원 속초시,033-630-5511,"['강원권', '골프장', '레포츠', '설악프라자']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=31943959-3de7-4604-ba8f-ac3d578fc630&thumb,강원도 속초시 미시령로2983번길 111,38.21030036,128.52872140000002
386,요트마리나,강원 양양군,033-671-4152,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=69c285d0-eaba-4237-8218-6851977d07aa&thumb,강원도 양양군 손양면 수산1길 20-24,38.07688762,128.6747762
387,R#,강원 홍천군,033-435-5628,"['강원권', '겨울스포츠', '레포츠', '스키대여', '스키샵', '스키장비렌탈샵', '익스트림스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=9ab41e5f-50b6-4927-9ab3-987f7ce7990f&thumb,강원도 홍천군 서면 한서로 2133,37.61702279,127.67149740000002
388,서핑,강원 양양군,070-4400-9995,"['레포츠', '양양서핑', '이색체험', '해양스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=669f0cac-4b89-4825-80b6-b03404f75a4e&thumb,강원도 양양군 현북면 동해대로 1290,38.00748989,128.7297912
389,수달레저,강원 영월군,033-374-1783,"['래프팅', '레포츠', '모터바이크', '모터패러', '서바이벌', '수달레저', '스키', '스킨스쿠버']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4f477765-2a85-4fe5-8cfc-e561eac07be4&thumb,강원도 영월군 영월읍 동강로 871-11,37.23567741,128.5117196
390,영월동강삼성래프팅,강원 영월군,033-375-0092,"['동강래프팅', '래프팅', '레포츠', '영월동강래프팅', '영월래프팅']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=81198264-84fd-45a2-88b5-ab3ef2c093c4&thumb,강원도 영월군 영월읍 동강로 245-4,37.20222459,128.50611370000001
391,록키스키,강원 횡성군,033-342-8768,"['겨울스포츠', '레포츠', '복합레저스포츠', '스키대여', '스키렌탈', '스키샵', '익스트림스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=553add1f-b96b-4863-9b13-f08bf88cdbff&thumb,강원도 횡성군 둔내면 고원로 389,37.49868859,128.23841969999998
392,코리아레저 번지점프장,강원 철원군,033-452-2211,"['레포츠', '번지점프장', '이색체험지', '철원번지점프']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=db1131d7-7769-4231-9e83-53d94a2cd8d5&thumb,강원도 철원군 갈말읍 태봉대교길 153,38.20563584,127.2693067
393,아날로거 글램핑,강원 영월군,033-375-4752,"['레포츠', '아날로거글램핑', '야외캠핑장', '영월글램핑']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8b929a4f-1fc6-4580-bc7d-15eb01bb01f9&thumb,강원도 영월군 수주면 무릉법흥로 852-24,37.33359533,128.28284240000002
394,덕산포구,강원 삼척시,033-575-1330,"['강원권', '레포츠', '바다낚시', '삼척바다', '삼척바다낚시']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=92c28934-b9f9-4bbc-a591-a695d012098c&thumb,강원도 삼척시 근덕면 덕산해안로,37.38199264,129.2470821
395,봄내길 4코스,강원 춘천시,033-251-9363,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=10ad6c9d-2ba9-400c-b7ba-81acc1a58139&thumb,강원도 춘천시 서면 금산2길 21,37.90346175,127.69939120000001
396,해파랑길 36코스,강원 강릉시,033-640-5125,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=544208c0-f1e3-419f-bffd-c2dfbb916463&thumb,강원도 강릉시 강동면 정동역길 17,37.6913387,129.0328303
397,천일스키샵,강원 평창군,033-332-1001,"['강원권', '겨울스포츠', '레포츠', '복합레저스포츠', '스키대여', '스키렌탈', '스키샵']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=cb18e899-b962-4053-a1f8-af89b770858d&thumb,강원도 평창군 봉평면 태기로 131,37.58582879,128.3248831
398,세븐스키,강원 정선군,033-591-4777,"['겨울스포츠', '레포츠', '복합레저스포츠', '스키대여', '스키렌탈', '스키샵', '익스트림스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d597eb6a-1691-47af-8893-68cdb8df3d93&thumb,강원도 정선군 고한읍 고한로 8,37.20960347,128.8413399
399,본적산 황부자 며느리 친정가는길,강원 태백시,033-550-2828,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e10e923e-34e5-4b28-bcce-4ecc0279d4c4&thumb,강원도 태백시 고원로 203,37.17196057,128.98803940000002
400,[강릉 바우길 3구간] 어명을 받은 소나무길,강원 강릉시,033-645-0990,"['강릉바우길', '강릉트래킹', '레포츠', '트래킹', '트래킹코스']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=undefined&thumb,강원도 강릉시 성산면 보광리,37.7488719,128.7804788
401,동서울레스피아 연수원,강원 원주시,031-595-5168,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=66ede1f3-16ee-47ad-9375-622e130fad75&thumb,강원도 원주시 지정면 신평석화로 236,37.40082885,127.87948999999999
402,마리나요트,강원 속초시,033-632-0006,"['레포츠', '마리나요트', '요트체험', '이색체험']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=35d2542a-4e66-4c97-808a-5412ebb614ee&thumb,강원도 속초시 철새길 106,38.19231195,128.5897431
403,금대에코힐링캠핑장,강원 원주시,033-763-5232,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c55011e1-1007-4ed8-8d6b-faa3f1551322&thumb,강원도 원주시 판부면 영원산성길 372,37.29334864,128.0183053
404,거두리낚시터,강원 춘천시,033-262-6995,"['강원권', '레포츠', '민물낚시', '춘천낚시', '춘천낚시터']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f12cf604-379e-4ab4-ae5f-c34252a8726c&thumb,강원도 춘천시 동내면 거두리 312-3,37.85993897,127.788923
405,문화마을 둘레길,강원 평창군,033-330-2742,['레포츠'],https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=61f48504-84a3-44d7-b24c-40cb2538055b&thumb,강원도 평창군 봉평면 이효석길 167,37.61491792,128.37260849999998
406,닥터스노우,강원 평창군,033-336-4233,"['강원권', '겨울스포츠', '닥터스노우', '레포츠', '보드렌탈', '복합레저스포츠']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6496a852-ec05-4236-bda2-f3797e581336&thumb,강원도 평창군 대관령면 올림픽로 56,37.67377447,128.70047659999997
407,레포츠114,강원 철원군,114 033-452-5277,"['레포츠', '레포츠여행', '레포츠체험', '여름여행지', '여름철', '여름철휴가지']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=da650114-11a0-4c6c-b33d-66f15989129f&thumb,강원도 철원군 갈말읍 순담길 149,38.17676282,127.2975139
408,사기막저수지,강원 강릉시,033-640-4531,"['강릉낚시터', '레포츠', '민물낚시']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4c64d989-aaf2-45a5-8b83-96a852bd5ecd&thumb,강원도 강릉시 사천면 중앙서로,37.79411210000001,128.8185159
409,태용래프팅,강원 영월군,033-374-1444,"['동강래프팅', '래프팅', '레포츠', '서바이벌']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=95469fed-0720-4a85-b2c1-cbdc8d60da59&thumb,강원도 영월군 영월읍 동강로 871-18,37.23596899,128.5119574
410,썸머쿨래프팅,강원 영월군,033-372-1412,"['동강래프팅', '레포츠', '영월동강래프팅', '영월래프팅']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a2d06b98-88a9-4daf-b795-f454bc7cf099&thumb,강원도 영월군 영월읍 동강로 241,37.20170179,128.5063589
411,미남스키,강원 평창군,033-332-8820,"['강원권', '겨울스포츠', '레포츠', '미남스키', '복합레저스포츠', '스노보드대여']",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a44a2c5f-1af0-46e9-b2ac-2d9e8b48b850&thumb,강원도 평창군 봉평면 태기로 362,37.57277324,128.3422557
